uniprot_id,drug_id,interaction
O15530,CHEMBL1986530,0
O43293,CHEMBL1986530,0
O60674,CHEMBL1986530,0
O75116,CHEMBL1986530,0
O75582,CHEMBL1986530,0
O94806,CHEMBL1986530,0
O95819,CHEMBL1986530,1
O96013,CHEMBL1986530,0
O96017,CHEMBL1986530,0
P00519,CHEMBL1986530,1
P00533,CHEMBL1986530,0
P04626,CHEMBL1986530,0
P04629,CHEMBL1986530,0
P05129,CHEMBL1986530,0
P06213,CHEMBL1986530,0
P06239,CHEMBL1986530,0
P06241,CHEMBL1986530,1
P06493,CHEMBL1986530,0
P07333,CHEMBL1986530,0
P07948,CHEMBL1986530,0
P07949,CHEMBL1986530,0
P08069,CHEMBL1986530,0
P08581,CHEMBL1986530,0
P08922,CHEMBL1986530,0
P10721,CHEMBL1986530,0
P11309,CHEMBL1986530,0
P11362,CHEMBL1986530,0
P12931,CHEMBL1986530,0
P15735,CHEMBL1986530,0
P16591,CHEMBL1986530,0
P17612,CHEMBL1986530,0
P22607,CHEMBL1986530,0
P23443,CHEMBL1986530,0
P24941,CHEMBL1986530,0
P27448,CHEMBL1986530,0
P28482,CHEMBL1986530,0
P29317,CHEMBL1986530,0
P29597,CHEMBL1986530,0
P31749,CHEMBL1986530,0
P31751,CHEMBL1986530,0
P35968,CHEMBL1986530,0
P36888,CHEMBL1986530,0
P41743,CHEMBL1986530,0
P42679,CHEMBL1986530,0
P42685,CHEMBL1986530,0
P43405,CHEMBL1986530,0
P45983,CHEMBL1986530,0
P45984,CHEMBL1986530,0
P48729,CHEMBL1986530,0
P48730,CHEMBL1986530,0
P49137,CHEMBL1986530,0
P49760,CHEMBL1986530,1
P49840,CHEMBL1986530,0
P49841,CHEMBL1986530,0
P51451,CHEMBL1986530,0
P51617,CHEMBL1986530,0
P51812,CHEMBL1986530,0
P51817,CHEMBL1986530,0
P51955,CHEMBL1986530,0
P51957,CHEMBL1986530,0
P52333,CHEMBL1986530,0
P53350,CHEMBL1986530,0
P53778,CHEMBL1986530,0
P68400,CHEMBL1986530,0
P78368,CHEMBL1986530,0
Q00535,CHEMBL1986530,0
Q05513,CHEMBL1986530,0
Q05655,CHEMBL1986530,0
Q06187,CHEMBL1986530,0
Q06418,CHEMBL1986530,0
Q08881,CHEMBL1986530,0
Q12851,CHEMBL1986530,1
Q13131,CHEMBL1986530,0
Q13153,CHEMBL1986530,0
Q13188,CHEMBL1986530,0
Q13237,CHEMBL1986530,0
Q13464,CHEMBL1986530,0
Q13554,CHEMBL1986530,0
Q13555,CHEMBL1986530,0
Q13557,CHEMBL1986530,0
Q13627,CHEMBL1986530,0
Q13882,CHEMBL1986530,0
Q13976,CHEMBL1986530,0
Q14012,CHEMBL1986530,0
Q14680,CHEMBL1986530,0
Q15303,CHEMBL1986530,0
Q16288,CHEMBL1986530,0
Q16513,CHEMBL1986530,0
Q16620,CHEMBL1986530,0
Q16644,CHEMBL1986530,0
Q5VT25,CHEMBL1986530,0
Q7L7X3,CHEMBL1986530,0
Q86V86,CHEMBL1986530,0
Q8IW41,CHEMBL1986530,0
Q8NE63,CHEMBL1986530,0
Q8TDC3,CHEMBL1986530,0
Q96GD4,CHEMBL1986530,1
Q96KB5,CHEMBL1986530,0
Q96PF2,CHEMBL1986530,0
Q96SB4,CHEMBL1986530,0
Q9BXA7,CHEMBL1986530,0
Q9BZL6,CHEMBL1986530,0
Q9H2G2,CHEMBL1986530,1
Q9H2X6,CHEMBL1986530,0
Q9H3Y6,CHEMBL1986530,0
Q9H4B4,CHEMBL1986530,0
Q9HAZ1,CHEMBL1986530,1
Q9HBH9,CHEMBL1986530,0
Q9HBY8,CHEMBL1986530,0
Q9HCP0,CHEMBL1986530,0
Q9NR20,CHEMBL1986530,0
Q9NWZ3,CHEMBL1986530,1
Q9NYL2,CHEMBL1986530,0
Q9P1W9,CHEMBL1986530,0
Q9UEE5,CHEMBL1986530,0
Q9UM73,CHEMBL1986530,0
Q9Y243,CHEMBL1986530,0
Q9Y4K4,CHEMBL1986530,1
Q9Y6M4,CHEMBL1986530,0
O00311,CHEMBL1986597,0
O00444,CHEMBL1986597,0
O14757,CHEMBL1986597,0
O15075,CHEMBL1986597,0
O15264,CHEMBL1986597,0
O15530,CHEMBL1986597,0
O43293,CHEMBL1986597,0
O43781,CHEMBL1986597,0
O75116,CHEMBL1986597,1
O94806,CHEMBL1986597,0
O95819,CHEMBL1986597,1
O96013,CHEMBL1986597,0
O96017,CHEMBL1986597,0
P00533,CHEMBL1986597,0
P04629,CHEMBL1986597,0
P05129,CHEMBL1986597,0
P06213,CHEMBL1986597,0
P06239,CHEMBL1986597,0
P06493,CHEMBL1986597,0
P07332,CHEMBL1986597,0
P07333,CHEMBL1986597,1
P07948,CHEMBL1986597,0
P07949,CHEMBL1986597,0
P08069,CHEMBL1986597,0
P08581,CHEMBL1986597,0
P10721,CHEMBL1986597,0
P11309,CHEMBL1986597,0
P11362,CHEMBL1986597,0
P12931,CHEMBL1986597,0
P15735,CHEMBL1986597,0
P16591,CHEMBL1986597,0
P17612,CHEMBL1986597,0
P22607,CHEMBL1986597,0
P23443,CHEMBL1986597,0
P24941,CHEMBL1986597,0
P27448,CHEMBL1986597,0
P28482,CHEMBL1986597,0
P29317,CHEMBL1986597,0
P29597,CHEMBL1986597,0
P31749,CHEMBL1986597,0
P31751,CHEMBL1986597,0
P35916,CHEMBL1986597,0
P35968,CHEMBL1986597,0
P36888,CHEMBL1986597,1
P41743,CHEMBL1986597,0
P42679,CHEMBL1986597,0
P42685,CHEMBL1986597,0
P43405,CHEMBL1986597,0
P45983,CHEMBL1986597,0
P45984,CHEMBL1986597,0
P48729,CHEMBL1986597,0
P48730,CHEMBL1986597,0
P49137,CHEMBL1986597,0
P49760,CHEMBL1986597,0
P49840,CHEMBL1986597,0
P49841,CHEMBL1986597,0
P51451,CHEMBL1986597,0
P51812,CHEMBL1986597,0
P51817,CHEMBL1986597,0
P51955,CHEMBL1986597,0
P51957,CHEMBL1986597,0
P53350,CHEMBL1986597,0
P53778,CHEMBL1986597,0
P68400,CHEMBL1986597,0
P78368,CHEMBL1986597,0
Q00535,CHEMBL1986597,0
Q05513,CHEMBL1986597,0
Q05655,CHEMBL1986597,0
Q06187,CHEMBL1986597,0
Q06418,CHEMBL1986597,0
Q12851,CHEMBL1986597,1
Q13131,CHEMBL1986597,0
Q13153,CHEMBL1986597,0
Q13188,CHEMBL1986597,0
Q13237,CHEMBL1986597,0
Q13464,CHEMBL1986597,0
Q13554,CHEMBL1986597,0
Q13555,CHEMBL1986597,0
Q13557,CHEMBL1986597,0
Q13627,CHEMBL1986597,0
Q13976,CHEMBL1986597,0
Q14012,CHEMBL1986597,0
Q14680,CHEMBL1986597,0
Q15303,CHEMBL1986597,0
Q16288,CHEMBL1986597,0
Q16513,CHEMBL1986597,0
Q16620,CHEMBL1986597,0
Q16644,CHEMBL1986597,0
Q5VT25,CHEMBL1986597,0
Q7L7X3,CHEMBL1986597,0
Q86V86,CHEMBL1986597,0
Q8IW41,CHEMBL1986597,0
Q8N4C8,CHEMBL1986597,0
Q8NE63,CHEMBL1986597,0
Q8TDC3,CHEMBL1986597,0
Q96GD4,CHEMBL1986597,1
Q96KB5,CHEMBL1986597,0
Q96PF2,CHEMBL1986597,0
Q96SB4,CHEMBL1986597,0
Q9BXA7,CHEMBL1986597,0
Q9BZL6,CHEMBL1986597,0
Q9H2G2,CHEMBL1986597,0
Q9H2X6,CHEMBL1986597,0
Q9H3Y6,CHEMBL1986597,0
Q9HAZ1,CHEMBL1986597,1
Q9HBH9,CHEMBL1986597,0
Q9HBY8,CHEMBL1986597,0
Q9HCP0,CHEMBL1986597,0
Q9NR20,CHEMBL1986597,0
Q9NWZ3,CHEMBL1986597,0
Q9NYL2,CHEMBL1986597,0
Q9P1W9,CHEMBL1986597,0
Q9UEE5,CHEMBL1986597,0
Q9Y243,CHEMBL1986597,0
Q9Y6M4,CHEMBL1986597,0
O00311,CHEMBL1986781,0
O00418,CHEMBL1986781,0
O00444,CHEMBL1986781,0
O14757,CHEMBL1986781,0
O14965,CHEMBL1986781,0
O15075,CHEMBL1986781,0
O15264,CHEMBL1986781,0
O15530,CHEMBL1986781,0
O43293,CHEMBL1986781,0
O43781,CHEMBL1986781,0
O60674,CHEMBL1986781,0
O75116,CHEMBL1986781,0
O75582,CHEMBL1986781,0
O94806,CHEMBL1986781,1
O95819,CHEMBL1986781,0
O96013,CHEMBL1986781,0
O96017,CHEMBL1986781,0
P00519,CHEMBL1986781,1
P04629,CHEMBL1986781,0
P05129,CHEMBL1986781,0
P06213,CHEMBL1986781,0
P06239,CHEMBL1986781,0
P06241,CHEMBL1986781,1
P06493,CHEMBL1986781,0
P07332,CHEMBL1986781,0
P07333,CHEMBL1986781,0
P07948,CHEMBL1986781,0
P07949,CHEMBL1986781,0
P08581,CHEMBL1986781,0
P08922,CHEMBL1986781,0
P10721,CHEMBL1986781,0
P11309,CHEMBL1986781,0
P11362,CHEMBL1986781,0
P12931,CHEMBL1986781,0
P15735,CHEMBL1986781,0
P16591,CHEMBL1986781,0
P17612,CHEMBL1986781,0
P17948,CHEMBL1986781,1
P22607,CHEMBL1986781,0
P23443,CHEMBL1986781,0
P24941,CHEMBL1986781,0
P27448,CHEMBL1986781,0
P28482,CHEMBL1986781,0
P29317,CHEMBL1986781,0
P29597,CHEMBL1986781,0
P30530,CHEMBL1986781,0
P31749,CHEMBL1986781,0
P31751,CHEMBL1986781,0
P35916,CHEMBL1986781,0
P35968,CHEMBL1986781,0
P36888,CHEMBL1986781,0
P41743,CHEMBL1986781,0
P42679,CHEMBL1986781,0
P42685,CHEMBL1986781,0
P43405,CHEMBL1986781,0
P45983,CHEMBL1986781,1
P45984,CHEMBL1986781,1
P48729,CHEMBL1986781,1
P48730,CHEMBL1986781,1
P49137,CHEMBL1986781,0
P49760,CHEMBL1986781,0
P49840,CHEMBL1986781,1
P49841,CHEMBL1986781,1
P51451,CHEMBL1986781,0
P51617,CHEMBL1986781,0
P51812,CHEMBL1986781,0
P51817,CHEMBL1986781,0
P51955,CHEMBL1986781,0
P51957,CHEMBL1986781,0
P52333,CHEMBL1986781,0
P53350,CHEMBL1986781,0
P53778,CHEMBL1986781,0
P68400,CHEMBL1986781,0
P78368,CHEMBL1986781,1
Q00535,CHEMBL1986781,0
Q05397,CHEMBL1986781,0
Q05513,CHEMBL1986781,0
Q05655,CHEMBL1986781,0
Q06187,CHEMBL1986781,0
Q06418,CHEMBL1986781,0
Q08881,CHEMBL1986781,0
Q12851,CHEMBL1986781,0
Q13131,CHEMBL1986781,0
Q13153,CHEMBL1986781,0
Q13188,CHEMBL1986781,0
Q13237,CHEMBL1986781,0
Q13464,CHEMBL1986781,0
Q13554,CHEMBL1986781,0
Q13555,CHEMBL1986781,0
Q13557,CHEMBL1986781,0
Q13627,CHEMBL1986781,0
Q13882,CHEMBL1986781,0
Q13976,CHEMBL1986781,0
Q14012,CHEMBL1986781,0
Q14289,CHEMBL1986781,0
Q14680,CHEMBL1986781,0
Q15303,CHEMBL1986781,0
Q16288,CHEMBL1986781,0
Q16513,CHEMBL1986781,0
Q16620,CHEMBL1986781,0
Q16644,CHEMBL1986781,0
Q5VT25,CHEMBL1986781,0
Q7KZI7,CHEMBL1986781,0
Q7L7X3,CHEMBL1986781,0
Q86V86,CHEMBL1986781,0
Q8IW41,CHEMBL1986781,0
Q8N4C8,CHEMBL1986781,0
Q8NE63,CHEMBL1986781,0
Q8TDC3,CHEMBL1986781,0
Q96GD4,CHEMBL1986781,0
Q96KB5,CHEMBL1986781,0
Q96PF2,CHEMBL1986781,0
Q96RG2,CHEMBL1986781,0
Q96SB4,CHEMBL1986781,0
Q9BXA7,CHEMBL1986781,0
Q9BZL6,CHEMBL1986781,1
Q9H2G2,CHEMBL1986781,0
Q9H2X6,CHEMBL1986781,0
Q9H3Y6,CHEMBL1986781,0
Q9H4B4,CHEMBL1986781,0
Q9HAZ1,CHEMBL1986781,0
Q9HBH9,CHEMBL1986781,0
Q9HBY8,CHEMBL1986781,0
Q9HCP0,CHEMBL1986781,0
Q9NR20,CHEMBL1986781,0
Q9NWZ3,CHEMBL1986781,0
Q9NYL2,CHEMBL1986781,0
Q9P1W9,CHEMBL1986781,0
Q9UEE5,CHEMBL1986781,0
Q9UM73,CHEMBL1986781,0
Q9Y243,CHEMBL1986781,0
Q9Y4K4,CHEMBL1986781,0
Q9Y6M4,CHEMBL1986781,1
O00311,CHEMBL1986855,1
O43293,CHEMBL1986855,0
O75116,CHEMBL1986855,1
O94806,CHEMBL1986855,1
O95819,CHEMBL1986855,1
O96013,CHEMBL1986855,1
P11309,CHEMBL1986855,1
P17612,CHEMBL1986855,1
P24941,CHEMBL1986855,1
P36888,CHEMBL1986855,1
P43405,CHEMBL1986855,0
P48729,CHEMBL1986855,1
P49760,CHEMBL1986855,1
P49841,CHEMBL1986855,1
P50613,CHEMBL1986855,1
P50750,CHEMBL1986855,1
P51817,CHEMBL1986855,1
P52333,CHEMBL1986855,1
Q12851,CHEMBL1986855,1
Q13188,CHEMBL1986855,1
Q13557,CHEMBL1986855,1
Q13627,CHEMBL1986855,1
Q16513,CHEMBL1986855,1
Q8N4C8,CHEMBL1986855,1
Q9H2X6,CHEMBL1986855,1
Q9UEE5,CHEMBL1986855,1
Q9Y4K4,CHEMBL1986855,1
O00311,CHEMBL1986869,0
O00418,CHEMBL1986869,0
O00444,CHEMBL1986869,0
O14757,CHEMBL1986869,0
O14965,CHEMBL1986869,0
O15075,CHEMBL1986869,0
O15264,CHEMBL1986869,0
O15530,CHEMBL1986869,0
O43293,CHEMBL1986869,0
O60674,CHEMBL1986869,0
O75116,CHEMBL1986869,1
O75582,CHEMBL1986869,0
O95819,CHEMBL1986869,0
O96013,CHEMBL1986869,0
O96017,CHEMBL1986869,0
P00519,CHEMBL1986869,1
P00533,CHEMBL1986869,0
P04626,CHEMBL1986869,0
P04629,CHEMBL1986869,0
P05129,CHEMBL1986869,0
P06213,CHEMBL1986869,0
P06239,CHEMBL1986869,0
P06241,CHEMBL1986869,1
P06493,CHEMBL1986869,0
P07333,CHEMBL1986869,0
P07948,CHEMBL1986869,0
P07949,CHEMBL1986869,0
P08069,CHEMBL1986869,0
P08581,CHEMBL1986869,0
P08922,CHEMBL1986869,0
P10721,CHEMBL1986869,0
P11309,CHEMBL1986869,0
P11362,CHEMBL1986869,0
P12931,CHEMBL1986869,0
P15735,CHEMBL1986869,0
P16591,CHEMBL1986869,0
P17612,CHEMBL1986869,0
P22607,CHEMBL1986869,0
P23443,CHEMBL1986869,0
P24941,CHEMBL1986869,0
P27448,CHEMBL1986869,0
P28482,CHEMBL1986869,0
P29317,CHEMBL1986869,0
P29597,CHEMBL1986869,0
P30530,CHEMBL1986869,0
P31749,CHEMBL1986869,0
P31751,CHEMBL1986869,0
P35916,CHEMBL1986869,0
P35968,CHEMBL1986869,0
P36888,CHEMBL1986869,0
P41743,CHEMBL1986869,0
P42679,CHEMBL1986869,0
P42685,CHEMBL1986869,0
P43405,CHEMBL1986869,0
P45983,CHEMBL1986869,0
P45984,CHEMBL1986869,0
P48729,CHEMBL1986869,0
P48730,CHEMBL1986869,0
P49137,CHEMBL1986869,0
P49760,CHEMBL1986869,0
P49840,CHEMBL1986869,0
P49841,CHEMBL1986869,0
P51451,CHEMBL1986869,0
P51617,CHEMBL1986869,0
P51812,CHEMBL1986869,0
P51955,CHEMBL1986869,0
P51957,CHEMBL1986869,0
P52333,CHEMBL1986869,0
P53778,CHEMBL1986869,0
P68400,CHEMBL1986869,0
P78368,CHEMBL1986869,0
Q00535,CHEMBL1986869,0
Q05397,CHEMBL1986869,0
Q05513,CHEMBL1986869,0
Q05655,CHEMBL1986869,0
Q06187,CHEMBL1986869,0
Q06418,CHEMBL1986869,0
Q08881,CHEMBL1986869,0
Q12851,CHEMBL1986869,0
Q13131,CHEMBL1986869,0
Q13153,CHEMBL1986869,0
Q13188,CHEMBL1986869,0
Q13237,CHEMBL1986869,0
Q13464,CHEMBL1986869,1
Q13554,CHEMBL1986869,0
Q13555,CHEMBL1986869,0
Q13557,CHEMBL1986869,0
Q13627,CHEMBL1986869,0
Q13976,CHEMBL1986869,0
Q14012,CHEMBL1986869,0
Q14289,CHEMBL1986869,0
Q14680,CHEMBL1986869,0
Q15303,CHEMBL1986869,0
Q16288,CHEMBL1986869,0
Q16513,CHEMBL1986869,0
Q16620,CHEMBL1986869,0
Q16644,CHEMBL1986869,0
Q5VT25,CHEMBL1986869,0
Q7KZI7,CHEMBL1986869,0
Q7L7X3,CHEMBL1986869,0
Q86V86,CHEMBL1986869,0
Q8IW41,CHEMBL1986869,0
Q8N4C8,CHEMBL1986869,0
Q8NE63,CHEMBL1986869,0
Q8TDC3,CHEMBL1986869,0
Q96GD4,CHEMBL1986869,0
Q96PF2,CHEMBL1986869,0
Q96SB4,CHEMBL1986869,0
Q9BWU1,CHEMBL1986869,0
Q9BXA7,CHEMBL1986869,0
Q9BZL6,CHEMBL1986869,0
Q9H2G2,CHEMBL1986869,0
Q9H2X6,CHEMBL1986869,0
Q9H3Y6,CHEMBL1986869,0
Q9HAZ1,CHEMBL1986869,0
Q9HBH9,CHEMBL1986869,0
Q9HBY8,CHEMBL1986869,0
Q9HCP0,CHEMBL1986869,0
Q9NR20,CHEMBL1986869,0
Q9NWZ3,CHEMBL1986869,0
Q9NYL2,CHEMBL1986869,0
Q9P1W9,CHEMBL1986869,0
Q9UEE5,CHEMBL1986869,0
Q9UM73,CHEMBL1986869,0
Q9Y243,CHEMBL1986869,0
Q9Y4K4,CHEMBL1986869,0
Q9Y6M4,CHEMBL1986869,0
O00311,CHEMBL1986943,1
O00444,CHEMBL1986943,0
O14757,CHEMBL1986943,1
O14965,CHEMBL1986943,1
O15075,CHEMBL1986943,0
O15264,CHEMBL1986943,1
O15530,CHEMBL1986943,1
O43293,CHEMBL1986943,1
O43781,CHEMBL1986943,1
O60674,CHEMBL1986943,1
O75116,CHEMBL1986943,1
O94806,CHEMBL1986943,1
O95819,CHEMBL1986943,1
O96013,CHEMBL1986943,1
O96017,CHEMBL1986943,0
P00519,CHEMBL1986943,1
P00533,CHEMBL1986943,1
P04626,CHEMBL1986943,0
P04629,CHEMBL1986943,1
P05129,CHEMBL1986943,1
P06213,CHEMBL1986943,1
P06239,CHEMBL1986943,0
P06241,CHEMBL1986943,1
P06493,CHEMBL1986943,1
P07332,CHEMBL1986943,1
P07333,CHEMBL1986943,1
P07948,CHEMBL1986943,1
P07949,CHEMBL1986943,0
P08069,CHEMBL1986943,0
P08581,CHEMBL1986943,0
P08922,CHEMBL1986943,1
P09619,CHEMBL1986943,0
P10721,CHEMBL1986943,0
P11309,CHEMBL1986943,1
P11362,CHEMBL1986943,0
P12931,CHEMBL1986943,0
P15735,CHEMBL1986943,1
P16234,CHEMBL1986943,1
P16591,CHEMBL1986943,1
P17612,CHEMBL1986943,1
P17948,CHEMBL1986943,1
P22607,CHEMBL1986943,0
P23443,CHEMBL1986943,1
P24941,CHEMBL1986943,1
P27448,CHEMBL1986943,1
P28482,CHEMBL1986943,1
P29317,CHEMBL1986943,0
P29376,CHEMBL1986943,1
P29597,CHEMBL1986943,1
P31749,CHEMBL1986943,0
P31751,CHEMBL1986943,0
P34947,CHEMBL1986943,0
P35916,CHEMBL1986943,1
P35968,CHEMBL1986943,1
P36507,CHEMBL1986943,1
P36888,CHEMBL1986943,1
P41743,CHEMBL1986943,0
P42679,CHEMBL1986943,0
P42685,CHEMBL1986943,1
P43405,CHEMBL1986943,1
P45983,CHEMBL1986943,1
P45984,CHEMBL1986943,1
P48729,CHEMBL1986943,1
P48730,CHEMBL1986943,1
P49137,CHEMBL1986943,0
P49336,CHEMBL1986943,1
P49760,CHEMBL1986943,1
P49840,CHEMBL1986943,1
P49841,CHEMBL1986943,1
P50613,CHEMBL1986943,1
P50750,CHEMBL1986943,1
P51451,CHEMBL1986943,0
P51617,CHEMBL1986943,1
P51812,CHEMBL1986943,1
P51817,CHEMBL1986943,1
P51955,CHEMBL1986943,0
P51957,CHEMBL1986943,1
P52333,CHEMBL1986943,1
P53350,CHEMBL1986943,1
P53778,CHEMBL1986943,1
P68400,CHEMBL1986943,1
P78368,CHEMBL1986943,1
Q00535,CHEMBL1986943,1
Q02750,CHEMBL1986943,1
Q04759,CHEMBL1986943,1
Q04771,CHEMBL1986943,0
Q04912,CHEMBL1986943,1
Q05397,CHEMBL1986943,0
Q05513,CHEMBL1986943,1
Q05655,CHEMBL1986943,1
Q06187,CHEMBL1986943,0
Q06418,CHEMBL1986943,0
Q07912,CHEMBL1986943,0
Q08881,CHEMBL1986943,1
Q12851,CHEMBL1986943,1
Q13131,CHEMBL1986943,1
Q13153,CHEMBL1986943,0
Q13188,CHEMBL1986943,1
Q13237,CHEMBL1986943,1
Q13464,CHEMBL1986943,1
Q13554,CHEMBL1986943,1
Q13555,CHEMBL1986943,1
Q13557,CHEMBL1986943,1
Q13627,CHEMBL1986943,1
Q13976,CHEMBL1986943,1
Q14012,CHEMBL1986943,1
Q14164,CHEMBL1986943,1
Q14680,CHEMBL1986943,1
Q15303,CHEMBL1986943,0
Q16288,CHEMBL1986943,1
Q16513,CHEMBL1986943,1
Q16539,CHEMBL1986943,0
Q16620,CHEMBL1986943,1
Q16644,CHEMBL1986943,0
Q5S007,CHEMBL1986943,1
Q5VT25,CHEMBL1986943,1
Q7L7X3,CHEMBL1986943,1
Q86V86,CHEMBL1986943,0
Q8IU85,CHEMBL1986943,0
Q8IW41,CHEMBL1986943,1
Q8N4C8,CHEMBL1986943,1
Q8NE63,CHEMBL1986943,1
Q8TDC3,CHEMBL1986943,1
Q96GD4,CHEMBL1986943,1
Q96KB5,CHEMBL1986943,0
Q96PF2,CHEMBL1986943,0
Q96SB4,CHEMBL1986943,1
Q9BXA7,CHEMBL1986943,1
Q9BZL6,CHEMBL1986943,1
Q9H2G2,CHEMBL1986943,1
Q9H2X6,CHEMBL1986943,1
Q9H3Y6,CHEMBL1986943,1
Q9H4B4,CHEMBL1986943,0
Q9HBH9,CHEMBL1986943,1
Q9HBY8,CHEMBL1986943,1
Q9HCP0,CHEMBL1986943,1
Q9NR20,CHEMBL1986943,0
Q9NWZ3,CHEMBL1986943,1
Q9NYL2,CHEMBL1986943,0
Q9P1W9,CHEMBL1986943,1
Q9UEE5,CHEMBL1986943,1
Q9UHD2,CHEMBL1986943,1
Q9UM73,CHEMBL1986943,0
Q9UQM7,CHEMBL1986943,1
Q9Y243,CHEMBL1986943,0
Q9Y463,CHEMBL1986943,1
Q9Y4K4,CHEMBL1986943,1
Q9Y6M4,CHEMBL1986943,1
O00311,CHEMBL1986970,0
O00444,CHEMBL1986970,1
O14757,CHEMBL1986970,0
O14965,CHEMBL1986970,1
O15075,CHEMBL1986970,0
O15264,CHEMBL1986970,0
O15530,CHEMBL1986970,0
O43293,CHEMBL1986970,0
O43781,CHEMBL1986970,0
O60674,CHEMBL1986970,0
O75116,CHEMBL1986970,1
O75582,CHEMBL1986970,1
O94806,CHEMBL1986970,0
O95819,CHEMBL1986970,0
O96013,CHEMBL1986970,0
O96017,CHEMBL1986970,0
P00519,CHEMBL1986970,1
P00533,CHEMBL1986970,0
P04626,CHEMBL1986970,0
P04629,CHEMBL1986970,0
P05129,CHEMBL1986970,0
P06213,CHEMBL1986970,0
P06239,CHEMBL1986970,0
P06241,CHEMBL1986970,1
P06493,CHEMBL1986970,1
P07332,CHEMBL1986970,0
P07333,CHEMBL1986970,0
P07948,CHEMBL1986970,0
P08069,CHEMBL1986970,0
P08581,CHEMBL1986970,0
P08922,CHEMBL1986970,0
P10721,CHEMBL1986970,0
P11309,CHEMBL1986970,0
P11362,CHEMBL1986970,0
P12931,CHEMBL1986970,0
P15735,CHEMBL1986970,0
P16591,CHEMBL1986970,0
P17612,CHEMBL1986970,1
P17948,CHEMBL1986970,1
P22607,CHEMBL1986970,0
P24941,CHEMBL1986970,1
P27448,CHEMBL1986970,0
P28482,CHEMBL1986970,1
P29317,CHEMBL1986970,0
P29597,CHEMBL1986970,0
P30530,CHEMBL1986970,0
P31749,CHEMBL1986970,0
P31751,CHEMBL1986970,0
P35916,CHEMBL1986970,0
P35968,CHEMBL1986970,0
P36888,CHEMBL1986970,0
P41743,CHEMBL1986970,0
P42679,CHEMBL1986970,0
P42685,CHEMBL1986970,0
P43405,CHEMBL1986970,0
P45983,CHEMBL1986970,0
P45984,CHEMBL1986970,0
P48729,CHEMBL1986970,0
P48730,CHEMBL1986970,0
P49137,CHEMBL1986970,0
P49760,CHEMBL1986970,0
P49840,CHEMBL1986970,1
P49841,CHEMBL1986970,1
P51451,CHEMBL1986970,0
P51617,CHEMBL1986970,0
P51812,CHEMBL1986970,0
P51817,CHEMBL1986970,1
P51955,CHEMBL1986970,0
P51957,CHEMBL1986970,0
P52333,CHEMBL1986970,0
P53350,CHEMBL1986970,0
P53667,CHEMBL1986970,0
P53778,CHEMBL1986970,0
P68400,CHEMBL1986970,0
P78368,CHEMBL1986970,0
Q00535,CHEMBL1986970,0
Q05397,CHEMBL1986970,0
Q05513,CHEMBL1986970,0
Q05655,CHEMBL1986970,0
Q06187,CHEMBL1986970,0
Q06418,CHEMBL1986970,0
Q08881,CHEMBL1986970,0
Q12851,CHEMBL1986970,0
Q13131,CHEMBL1986970,1
Q13153,CHEMBL1986970,0
Q13188,CHEMBL1986970,0
Q13237,CHEMBL1986970,0
Q13464,CHEMBL1986970,1
Q13554,CHEMBL1986970,0
Q13555,CHEMBL1986970,0
Q13557,CHEMBL1986970,0
Q13627,CHEMBL1986970,1
Q13882,CHEMBL1986970,0
Q13976,CHEMBL1986970,1
Q14012,CHEMBL1986970,0
Q14289,CHEMBL1986970,0
Q14680,CHEMBL1986970,0
Q15303,CHEMBL1986970,0
Q16288,CHEMBL1986970,0
Q16513,CHEMBL1986970,1
Q16620,CHEMBL1986970,0
Q16644,CHEMBL1986970,0
Q5VT25,CHEMBL1986970,1
Q7KZI7,CHEMBL1986970,0
Q7L7X3,CHEMBL1986970,0
Q86V86,CHEMBL1986970,0
Q8IW41,CHEMBL1986970,0
Q8N4C8,CHEMBL1986970,0
Q8NE63,CHEMBL1986970,0
Q8TDC3,CHEMBL1986970,0
Q96GD4,CHEMBL1986970,1
Q96KB5,CHEMBL1986970,0
Q96PF2,CHEMBL1986970,0
Q96SB4,CHEMBL1986970,0
Q9BXA7,CHEMBL1986970,0
Q9BZL6,CHEMBL1986970,0
Q9H2G2,CHEMBL1986970,0
Q9H2X6,CHEMBL1986970,0
Q9H3Y6,CHEMBL1986970,0
Q9H4B4,CHEMBL1986970,0
Q9HAZ1,CHEMBL1986970,1
Q9HBH9,CHEMBL1986970,0
Q9HBY8,CHEMBL1986970,0
Q9HCP0,CHEMBL1986970,0
Q9NR20,CHEMBL1986970,0
Q9NWZ3,CHEMBL1986970,0
Q9NYL2,CHEMBL1986970,0
Q9P1W9,CHEMBL1986970,0
Q9UEE5,CHEMBL1986970,0
Q9UM73,CHEMBL1986970,0
Q9Y243,CHEMBL1986970,0
Q9Y4K4,CHEMBL1986970,0
Q9Y6M4,CHEMBL1986970,0
O00311,CHEMBL1987007,0
O00418,CHEMBL1987007,0
O00444,CHEMBL1987007,0
O14757,CHEMBL1987007,0
O14965,CHEMBL1987007,0
O15075,CHEMBL1987007,1
O15264,CHEMBL1987007,0
O15530,CHEMBL1987007,1
O43293,CHEMBL1987007,0
O43781,CHEMBL1987007,0
O60674,CHEMBL1987007,0
O75116,CHEMBL1987007,0
O75582,CHEMBL1987007,0
O94806,CHEMBL1987007,1
O95819,CHEMBL1987007,0
O96013,CHEMBL1987007,0
O96017,CHEMBL1987007,1
