drug_id,uniprot_id,interaction
DB11943,P05026,0
DB00420,P14416,1
DB08756,P00734,1
DB01691,Q14432,0
DB19090,P19099,1
DB01954,Q08499,1
DB09014,Q07343,0
DB04933,O00206,1
DB18761,P43220,0
DB09099,P32745,1
DB00582,P10613,1
DB15791,P13612,1
DB01620,Q9H3N8,1
DB00457,P06276,0
DB00369,P08546,1
DB06402,Q12809,0
DB01125,P00734,1
DB17578,P21728,0
DB08897,P08912,1
DB19177,P30968,0
DB05087,P17540,0
DB13051,P48736,1
DB11718,P45985,1
DB00497,P41143,1
DB12026,P26664,1
DB11986,P04035,0
DB00572,P53778,0
DB00946,Q9H2K2,0
DB06460,P0DP25,0
DB05010,Q8DR59,0
DB13925,P30874,1
DB12185,P11387,1
DB16101,P48147,1
DB19209,P21728,0
DB01131,Q9HBH1,1
DB00528,P34903,0
DB04216,P40763,1
DB00623,P21728,1
DB01194,P00918,1
DB12857,P69905,0
DB01011,P35372,0
DB13950,P34972,1
DB15170,Q06187,1
DB01686,P10721,0
DB13751,P08908,0
DB08846,P49137,0
DB11718,P30550,0
DB13495,P35354,0
DB00438,P20831,0
DB01445,P00915,0
DB00986,P08173,1
DB07659,P00734,1
DB00416,P43681,1
DB00201,P29274,1
DB04842,P14416,1
DB04881,P08183,1
DB03756,P08908,0
DB02878,P14867,0
DB00593,O43497,1
DB08839,P0DMS8,1
DB12923,P0DMV9,0
DB07149,P24941,1
DB09517,P12268,0
DB16884,P28223,0
DB11892,P0AFI2,1
DB00288,P04183,0
DB04745,P30542,0
DB00517,P08912,1
DB00817,P05771,0
DB00376,P11802,0
DB00952,P28222,1
DB06191,P21439,1
DB12941,P10275,1
DB00363,P28335,0
DB12139,P49069,1
DB14976,Q16790,0
DB07138,P52333,0
DB00466,P21731,0
DB06595,P35968,1
DB09092,Q96BI3,0
DB13191,P06732,1
DB07780,P08172,0
DB04728,P12931,0
DB04315,P41145,0
DB09078,P21802,1
DB09099,P30874,1
DB00376,P13945,1
DB07143,Q51504,0
DB11923,P31645,0
DB00387,P08172,1
DB00786,P45452,1
DB04066,Q13936,0
DB17549,P04637,1
DB07149,O00311,1
DB00568,P68826,0
DB18122,P14416,0
DB12622,P35372,0
DB15791,P49841,0
DB16623,P14416,0
DB01647,P27815,1
DB08805,P25021,1
DB02733,P13945,1
DB01199,P00374,0
DB05590,P07550,1
DB00668,P0A0K8,0
DB12819,P51648,0
DB08329,P00918,1
DB00270,P31645,0
DB00298,P14416,1
DB12107,P00807,1
DB04460,Q9U8D3,1
DB11893,Q9NZ42,1
DB12239,P36897,0
DB05838,P30518,1
DB16771,P13866,1
DB00508,P14416,1
DB13431,P32238,1
DB02908,P12931,1
DB01028,P23415,1
DB00244,P28335,0
DB07459,P53779,0
DB08892,P12821,0
DB01231,P09917,0
DB02597,P09874,1
DB06708,P05023,1
DB08339,P08172,0
DB03729,P00749,1
DB09073,P11802,1
DB04876,P26664,0
DB11922,P08912,0
DB03756,Q07869,1
DB11778,Q9UQB9,1
DB15102,P21802,1
DB06198,P03366,1
DB03056,P31639,0
DB01044,P29475,0
DB12702,P08253,0
DB00273,Q14832,0
DB06926,P25101,0
DB11863,P72525,0
DB16039,P25779,0
DB01124,Q09428,1
DB00967,P35367,1
DB06190,P13945,1
DB00817,P11388,1
DB12924,O95718,0
DB00223,P04054,1
DB00713,Q8DR59,1
DB11730,P11802,1
DB11845,O15554,0
DB13343,P06401,0
DB01159,P14867,1
DB07145,P09237,1
DB00182,Q96RJ0,1
DB09074,P23458,0
DB00872,P37288,1
DB13167,P35354,1
DB15566,O00408,0
DB12308,P0A3M6,0
DB00246,P14416,1
DB12314,P14416,0
DB07476,P28335,0
DB00602,P20831,0
DB01193,P08588,1
DB01866,P34969,0
DB02310,P50579,1
DB14541,P11362,0
DB16321,P35408,0
DB01241,P06858,1
DB00159,P23219,1
DB14982,P08908,0
DB07776,P22102,0
DB01240,P49768,0
DB16063,P23219,0
DB06191,Q05940,0
DB01259,P00533,1
DB19023,P37231,1
DB12612,P03372,0
DB02198,P28223,0
DB12854,Q99835,0
DB08634,P03366,1
DB04786,Q9NXA8,1
DB01472,Q07817,0
DB02546,P25963,0
DB04409,P05230,1
DB12638,P08238,1
DB00701,Q72874,1
DB16703,O75116,1
DB00619,P20309,0
DB04887,P08912,0
DB01524,Q92731,1
DB07988,P08254,1
DB06211,P00915,0
DB12781,P37231,1
DB11830,Q13547,1
DB00629,P08913,1
DB11504,Q07869,0
DB09216,O75116,0
DB12819,Q8WW43,1
DB12183,P04626,1
DB18707,P08173,0
DB12151,P20309,0
DB07145,P45452,1
DB04946,P14416,1
DB14086,P22748,1
DB16987,Q01959,0
DB01239,P35367,1
DB17064,Q13698,0
DB12664,O43525,0
DB00354,P11229,1
DB12072,P31645,0
DB01254,O43497,0
DB00978,Q02880,1
DB06771,P20831,1
DB00909,Q9Y243,0
DB08262,P14780,0
DB04576,Q09428,0
DB01038,Q7Z2W7,0
DB01650,Q9BQB6,0
DB14925,P07288,0
DB03033,P32297,0
DB01047,P33981,0
DB06194,P11473,1
DB00568,Q9BYF1,0
DB18804,Q01201,1
DB07159,P07949,1
DB01564,P10275,1
DB01028,P23219,0
DB04129,P42261,1
DB02343,P22303,1
DB01346,Q08210,0
DB12689,P05106,0
DB00463,P15917,0
DB15347,Q06187,1
DB00170,Q06278,1
DB03707,O00555,0
DB01355,P29475,0
DB00935,Q13936,0
DB06144,P00734,0
DB05010,Q9UBS5,1
DB01250,P23219,1
DB01708,P11413,1
DB18866,P49767,0
DB00270,P54289,1
DB00208,P25105,1
DB08954,Q13224,1
DB00418,P14867,1
DB02102,Q9ULX7,0
DB01403,P14416,1
DB14979,Q9UKV0,1
DB00091,P49069,1
DB01216,P31213,1
DB12478,P35372,0
DB01339,P00533,0
DB12051,P03366,0
DB09225,P26664,0
DB06828,P09960,1
DB08601,P47989,0
DB08249,P03366,0
DB09238,Q13936,1
DB01209,P41145,1
DB12946,P0DMS8,1
DB11656,P21462,1
DB12021,P28472,0
DB07556,P11388,0
DB05424,P00533,1
DB15357,Q05397,0
DB00709,Q16853,0
DB16628,P53779,0
DB00401,P54289,1
DB00766,P00807,1
DB00302,P00747,1
DB12255,Q9GZT9,1
DB15003,P28335,0
DB00679,P32745,0
DB13944,Q01201,0
DB00818,P28472,1
DB12010,P43405,1
DB08222,P16233,1
DB00756,Q01959,0
DB03313,P14679,0
DB01622,P14416,1
DB16186,P11387,1
DB01240,P43119,1
DB08868,P21453,1
DB15149,P11362,1
DB11962,P28221,0
DB00696,P23975,0
DB00887,P22303,0
DB01183,P10275,0
DB14733,Q7DHH4,1
DB00721,Q9Y5Y9,1
DB00284,P14410,1
DB06619,Q8NEB9,0
DB11911,P36897,1
DB00357,P11511,1
DB03661,P68826,1
DB08809,Q15118,1
DB00747,P08173,1
DB00543,P14416,0
DB03509,P09874,1
DB07459,Q8DR59,0
DB04306,Q9HBH1,1
DB01483,P31644,1
DB15651,P04293,1
DB07161,P49841,0
DB15495,P19838,1
DB15646,Q9Y5Y9,0
DB06436,P10721,1
DB13920,P26664,1
DB03573,P25779,1
DB11755,O75762,1
DB06237,O76074,1
DB12074,P03366,1
DB09078,P48736,0
DB12325,Q15303,1
DB17283,Q16678,1
DB05053,Q13547,0
DB14856,P14867,0
DB16039,P98170,0
DB01224,P28223,1
DB02309,Q8TDS4,0
DB00837,P14867,1
DB00449,P28845,0
DB00246,P28335,1
DB00523,P10826,1
DB00846,P62508,1
DB01254,P21728,0
DB00267,P50281,0
DB00523,P10275,0
DB03078,P12931,1
DB03136,P00740,1
DB01608,P30939,0
DB00649,P03366,1
DB14025,P48169,0
DB01064,P08588,1
DB12966,P00533,1
DB11942,O14980,1
DB06194,P08254,0
DB07926,P17252,0
DB15588,P32238,0
DB16739,P09917,1
DB00984,Q13075,0
DB01954,Q07869,0
DB18954,P11229,1
DB09151,P05067,1
DB18007,Q01726,1
DB08403,P22894,1
DB08039,Q9UQB9,1
DB01147,Q8DR59,1
DB00459,P10826,1
DB00848,P32297,1
DB03721,P11229,0
DB16294,Q02763,1
DB13879,Q91RS4,1
DB11665,Q08289,0
DB11591,P0DP25,0
DB15636,P0DP25,0
DB01472,P14061,0
DB12263,P23975,0
DB11779,P03366,1
DB11913,P49841,1
DB11652,P04626,1
DB19191,P08235,0
DB16332,Q03181,1
DB00692,P14416,1
DB17490,P40763,1
DB06616,P34998,0
DB06795,P37321,0
DB00639,P08588,0
DB03601,P11511,1
DB00906,P30531,1
DB01911,P22830,1
DB11201,P23219,1
DB12445,P23219,1
DB08951,P08473,0
DB07476,O15399,0
DB08823,P36544,1
DB08256,P34913,1
DB02452,P04183,1
DB00697,P14324,0
DB12116,P68871,0
DB09095,P27815,0
DB01117,Q08210,1
DB00312,P48169,1
DB12418,O43570,1
DB06618,Q99720,1
DB04915,P98170,1
DB06243,P11926,1
DB00330,P9WNL7,1
DB14979,O15379,1
DB00837,P19971,0
DB15581,P15121,1
DB06589,P17948,1
DB03777,P49841,1
DB02056,P43116,1
DB11798,P54289,0
DB00436,Q12809,0
DB14948,Q16539,0
DB01489,P14867,1
DB01425,P14416,1
DB00666,P31644,0
DB15449,Q9UBN7,1
DB05608,P08908,0
DB18409,P0AES6,1
DB09060,Q9F663,1
DB04570,P0AD68,1
DB00765,Q08499,0
DB02953,P22894,1
DB11259,P40763,1
DB09272,P28223,0
DB16165,P08235,1
DB18847,P43115,0
DB01964,P00918,1
DB12154,P23458,1
DB06701,P26358,0
DB15157,P23975,0
DB13064,P18089,1
DB03017,O00206,1
DB07718,P03366,0
DB14909,O14746,1
DB06195,P50613,1
DB00926,P20309,0
DB08454,P23219,0
DB15416,Q96RI1,1
DB09119,Q99571,1
DB00255,P62508,1
DB13781,P13945,1
DB12903,P11362,1
DB00786,P51512,1
DB01029,P30556,1
DB18707,P22607,0
DB18054,P10415,1
DB00748,P00742,0
DB07863,P37231,1
DB11902,O14757,0
DB11730,Q00534,1
DB04574,P21453,0
DB09272,P55017,0
DB03851,P48147,0
DB00680,Q14524,1
DB05458,P17787,1
DB00496,P20309,1
DB09078,P11362,1
DB01242,P28335,1
DB12155,P03372,0
DB11759,P12821,0
DB12305,P23975,1
DB12151,P14677,0
DB13080,P04293,0
DB12072,P35968,1
DB05428,P30044,1
DB12512,P34998,1
DB00849,P47869,1
DB05998,P14416,0
DB00321,P08172,0
DB05542,Q13639,1
DB09028,P21453,0
DB16095,P04083,0
DB00313,P49840,1
DB06652,P51681,1
DB12385,P35367,0
DB00762,O43915,0
DB05939,P22303,0
DB16233,Q02127,0
DB09065,P29475,0
DB04272,C7C422,1
DB01587,Q07869,0
DB01094,P35372,0
DB06814,P08588,1
DB00599,P47869,1
DB00722,P14867,0
DB01044,P0A0K8,1
DB02266,P10415,0
DB13064,P35367,0
DB13511,P12532,0
DB12614,P49768,0
DB18267,P37288,0
DB02352,P35498,0
DB00987,P18825,0
DB04971,Q07869,1
DB14541,P04150,1
DB00795,Q04206,1
DB05271,P12931,0
DB12635,P28335,0
DB05316,P51813,0
DB01579,Q06187,0
DB03147,P16083,1
DB08905,P11511,1
DB16157,Q14432,1
DB00607,Q8DR59,1
DB11620,Q13936,0
DB00599,P06401,0
DB03759,P22607,0
DB01148,P11229,1
DB01340,P12821,1
DB02857,P08546,1
DB02445,P17169,1
DB00779,P11388,1
DB01233,P46098,1
DB11992,Q8NET8,0
DB07922,P39900,1
DB06486,P30939,0
DB18817,P50859,0
DB00690,P14867,1
DB16157,P35354,0
DB00431,P18505,1
DB11870,Q13627,0
DB00136,P11473,1
DB01240,P11229,0
DB09174,Q02880,0
DB06663,P30872,1
DB04800,P08047,0
DB01884,Q96RJ0,0
DB04491,P08172,0
DB15012,P08173,0
DB15102,P22607,1
DB00712,P35354,1
DB06178,P55157,0
DB03033,Q02880,0
DB11906,P41145,0
DB03060,P16753,0
DB15623,Q9H244,0
DB15348,P41145,0
DB01159,P20020,1
DB15048,P13716,0
DB16146,P25101,0
DB05103,Q13547,1
DB01396,P35557,0
DB11672,Q14524,0
DB00328,Q15910,0
DB09272,P41145,1
DB00744,P0AD68,0
DB08811,P00742,0
DB04879,P35968,1
DB06461,P04085,1
DB14072,P09237,0
DB00915,Q8TCU5,1
DB00284,O43451,1
DB00986,P08908,0
DB00193,P30542,1
DB12852,Q9NZ42,1
DB01465,Q02880,0
DB02668,P03366,1
DB04707,P35354,0
DB01406,P03372,1
DB07684,P00750,1
DB06461,P20035,0
DB03860,Q92731,1
DB03312,P03956,0
DB01173,P08912,0
DB06793,P35372,1
DB12671,P50579,1
DB05624,P00533,0
DB05423,P28221,0
DB01267,P08253,0
DB02207,P29475,1
DB01337,Q9HBH1,0
DB09297,P10275,0
DB00484,P08913,1
DB07050,P00915,1
DB00316,P20831,0
DB06819,P15121,0
DB08782,P00915,1
DB00835,P35367,1
DB07919,Q92630,1
DB01484,P28221,1
DB16324,Q9NR97,1
DB06867,P35367,0
DB09300,P0A0K8,0
DB11323,P23219,1
DB00217,P14416,0
DB17197,Q9UQB9,1
DB09080,Q07869,0
DB04938,P07949,0
DB08348,P09874,1
DB15126,O60341,1
DB12733,P00533,0
DB11911,P18031,0
DB11466,P09917,1
DB00747,P24941,0
DB18840,P00533,1
DB14916,Q99683,1
DB01863,P00918,0
DB04892,P06276,1
DB12058,Q00653,1
DB12005,P08908,0
DB09225,P29474,0
DB02255,P0AFU8,0
DB01119,P35367,0
DB02073,P09601,1
DB16299,Q06187,1
DB14086,Q15858,0
DB00415,P0A3M6,1
DB01462,P41143,1
DB07556,P08253,1
DB01142,P23975,1
DB01784,P43235,0
DB02921,P04183,1
DB14763,P05023,0
DB01822,P24941,0
DB06832,P09619,0
DB11629,Q16539,0
DB00496,Q91RS4,0
DB12719,Q08499,0
DB04898,P00533,0
DB02986,P10275,0
DB06729,P11712,1
DB00579,P00749,0
DB18488,P0AD68,0
DB01551,P35372,1
DB06738,P09917,0
DB08838,P02708,1
DB00497,P35372,1
DB06295,P21397,0
DB00449,P08913,1
DB16300,Q02153,1
DB03677,P34913,1
DB01064,P50579,0
DB11913,P35354,0
DB13955,P03372,1
DB12877,P35367,1
DB15038,P31645,1
DB09074,Q9UGN5,1
DB01765,P62508,0
DB08059,P48736,1
DB03040,P08588,0
DB18313,P09874,0
DB00809,P48736,0
DB09078,P10721,1
DB04836,Q01959,1
DB00615,P0A8T7,1
DB09198,Q07869,1
DB03596,P00918,1
DB12729,P08172,0
DB09273,O00408,1
DB06290,P26664,1
DB17029,P19838,1
DB05482,P31350,0
DB02703,P13551,1
DB01177,P28222,0
DB00679,P21728,1
DB01268,P35916,1
DB12072,P29475,0
DB04800,P18031,1
DB04743,P27487,0
DB02811,P06276,1
DB12686,P14416,0
DB04855,P35348,1
DB00502,P14416,1
DB17143,O43474,1
DB02884,P54289,1
DB00800,P21918,1
DB03721,Q01959,0
DB17083,P30968,1
DB11913,P49840,1
DB06594,Q6V1X1,0
DB16938,P49768,0
DB06663,P30874,1
DB17309,P0DMV9,1
DB12263,Q92542,1
DB00401,Q13936,1
DB00333,Q07343,0
DB16157,P24941,0
DB12267,Q9UM73,1
DB12543,Q96S37,0
DB11817,O60674,1
DB00311,P43166,1
DB12432,P53779,1
DB13345,P21728,1
DB15442,Q00534,1
DB05296,P07288,1
DB00497,Q06187,0
DB04837,P35367,1
DB13511,P14416,1
DB09232,P41145,0
DB03721,Q02880,0
DB04743,P08581,0
DB00080,Q12879,0
DB16312,P0A0K8,1
DB11393,P20831,1
DB16822,P25025,1
DB19160,P21589,1
DB00281,Q14524,1
DB11671,O15554,0
DB00477,Q7Z2W7,0
DB18214,P41595,0
DB01191,P31645,1
DB06140,P35968,0
DB08897,P42345,0
DB00091,P23975,0
DB01055,P06732,0
DB00387,P35462,0
DB07373,O43614,0
DB01544,P14867,1
DB01488,Q96BI3,0
DB11663,Q8WW43,0
DB08200,P06276,1
DB00230,P11217,0
DB01579,P50579,0
DB00132,P49286,0
DB11951,P35367,0
DB01483,P00519,0
DB11817,P0A0K8,0
DB18806,Q07869,0
DB00277,P01375,0
DB05458,P05164,0
DB01418,P12821,0
DB03777,Q9Y271,0
DB05075,P15692,1
DB13615,O00206,1
DB04223,P69905,0
DB16221,P06401,1
DB16250,Q00987,0
DB07353,P00734,1
DB03044,P08631,1
DB03056,P23141,1
DB00242,P56282,1
DB14086,P23219,1
DB19088,Q15910,0
DB01472,Q01959,1
DB04339,Q14145,1
DB12704,P41145,1
DB01203,P08913,0
DB01014,Q13489,0
DB02379,P35557,1
DB03217,P12931,1
DB00459,P40763,1
DB00842,P14867,1
DB01852,P43681,0
DB08896,Q15759,1
DB03601,Q9Y271,0
DB11871,P22830,0
DB17097,O75874,1
DB00330,P04637,0
DB01496,P48169,1
DB00589,P28223,1
DB14813,Q16637,0
DB00599,P0A0K8,0
DB00252,Q9UQD0,1
DB14649,P04150,1
DB16955,Q13547,1
DB00654,P43088,1
DB02069,Q72547,0
DB07954,P29275,1
DB01536,P42330,1
DB00568,O43497,1
DB01567,P14867,1
DB18811,P29274,1
DB06182,Q12884,1
DB11274,P35462,1
DB12128,P22607,0
DB00477,P10827,0
DB08839,P00742,0
DB13312,P09960,0
DB06764,P20831,0
DB15401,P00746,1
DB00907,Q13224,0
DB09183,P26664,1
DB06235,Q00653,1
DB01611,Q9NYK1,1
DB01121,P35498,1
DB13950,P14416,0
DB00201,P08149,0
DB08626,P08473,1
DB01183,P35372,1
DB13051,P14677,0
DB08933,P10613,1
DB15254,P04049,1
DB07724,P07550,0
DB00159,P29597,0
DB15227,P06401,0
DB07126,P49841,1
DB01822,Q00653,1
DB00273,P0DP24,0
DB06663,P07949,0
DB16854,P34972,1
DB00257,P10613,1
DB00594,P51168,1
DB01022,P38435,1
DB00292,P14867,1
DB00245,P11229,1
DB07353,Q07820,0
DB09068,P34903,0
DB02101,P15121,1
DB12615,Q9UI43,1
DB07050,P0AD65,0
DB08932,P25101,1
DB03015,Q99707,0
DB12108,P48736,1
DB01151,P31645,1
DB01254,P08235,0
DB01388,Q08210,0
DB00709,P35346,0
DB01245,Q15822,1
DB12072,P14867,0
DB17892,P35348,0
DB00244,P05093,0
DB08865,Q9UM73,1
DB09090,Q13698,1
DB15335,P31639,1
DB01240,P04150,0
DB14059,P35354,1
DB00393,O00305,1
DB01124,P15056,0
DB00393,Q14524,0
DB06695,P00734,1
DB02323,P14061,1
DB11693,P9WGR1,0
DB01496,P05067,0
DB09118,P14867,1
DB13495,P08235,0
DB00441,P35367,0
DB00399,P03420,0
DB16305,P10613,0
DB06730,P26664,0
DB08517,P10721,0
DB11992,P27487,1
DB07954,P05023,0
DB12935,P31639,1
DB00514,P11511,1
DB16823,P08581,1
DB03439,P03366,0
DB01072,P03366,1
DB13643,P14867,1
DB04920,Q01668,1
DB19199,Q14524,0
DB12244,P17787,1
DB14766,P21453,1
DB06191,P04183,0
DB01239,P22455,0
DB01278,P22830,0
DB11477,P08913,1
DB17048,Q08210,1
DB06616,Q02750,1
DB12948,Q7LG56,1
DB00904,P46098,1
DB00794,P34903,1
DB03312,P04183,1
DB05495,P16581,0
DB01956,Q9UBS5,1
DB14979,Q9UBN7,1
DB16825,Q9NZ42,1
DB00795,P23219,1
DB16045,Q96RI1,1
DB07556,P28223,0
DB00815,P02768,1
DB14010,P37288,0
DB09401,Q02108,1
DB06824,P07550,0
DB13146,P36544,0
DB04825,P34903,0
DB09242,Q9Y2I1,1
DB06733,P38606,1
DB00231,P14867,1
DB13495,P00918,1
DB01159,P60568,0
DB06249,O00305,0
DB16863,Q9UI43,0
DB04855,P11387,0
DB01159,P11474,0
DB13751,Q00653,1
DB13107,Q07075,1
DB00543,P31645,1
DB06209,Q9H244,1
DB06741,P41143,0
DB00320,P14416,1
DB00333,P08588,0
DB00308,P0A749,0
DB13716,P11388,0
DB00196,P10613,1
DB07038,O14757,1
DB04534,P12931,0
DB16995,P28223,0
DB00631,P23921,1
DB01329,P03372,0
DB13262,P16066,0
DB00767,P20309,1
DB08462,Q9Y5Y9,0
DB03060,Q9HBH1,1
DB04139,P04183,1
DB01280,P14416,0
DB13751,P35354,0
DB00630,Q9Y5S1,0
DB00549,P52333,0
DB00686,P05230,1
DB01135,Q15822,1
DB09181,P0AD68,0
DB04842,P30542,0
DB00575,P0AD64,0
DB00946,Q9BQB6,1
DB01029,P22303,0
DB08795,Q07869,0
DB12348,P28223,0
DB12853,Q13639,1
DB06735,P13637,0
DB00445,Q8TCU5,0
DB01010,P0AEB2,0
DB13095,O43613,0
DB00318,P0DP24,0
DB08865,P16233,0
DB01973,P16753,1
DB14027,P43220,1
DB02908,P30968,0
DB08691,P34972,0
DB01218,Q12809,1
DB01353,P34903,1
DB11979,P30968,1
DB08951,P23219,1
DB12326,P26358,1
DB01186,P14416,1
DB03040,P35354,0
DB07302,P35232,0
DB06660,P13945,0
DB01484,P28223,1
DB12178,P15538,0
DB13946,P04183,0
DB00941,P04293,0
DB09285,P30542,0
DB11763,P10809,0
DB12180,P42345,1
DB17549,P03366,0
DB15496,P39900,0
DB00949,P35462,0
DB03712,P36888,0
DB05137,Q05940,1
DB11741,P36888,1
DB06635,P22894,0
DB02255,P34972,0
DB00548,P9WGR1,0
DB12220,P48067,1
DB14062,P43119,0
DB00651,Q07343,1
DB09270,P56181,1
DB00599,P14867,1
DB12288,P35354,0
DB16277,P30874,1
DB00421,P08235,1
DB01113,Q07343,1
DB13022,P21802,1
DB00612,P21397,0
DB12760,P30542,1
DB06605,P52732,0
DB14870,Q92847,1
DB01488,Q99720,1
DB00495,Q72547,1
DB05152,P11229,1
DB00444,P11388,1
DB07556,P11229,0
DB03523,P31749,0
DB03144,P29475,1
DB02020,P15121,1
DB00600,P14416,0
DB14737,P21554,1
DB12130,Q9Y5N1,0
DB00568,P20839,0
DB17097,P51553,1
DB16095,Q96CA5,1
DB00371,Q02156,1
DB08040,Q07075,1
DB12598,P00748,1
DB01092,Q16853,0
DB03439,P04746,1
DB12924,P0AFI2,1
DB00270,Q01668,1
DB02655,Q12879,1
DB01742,P11229,0
DB01445,P47898,1
DB12778,P16109,1
DB12669,P35462,0
DB00230,P35348,0
DB12963,P32246,1
DB06413,Q01959,1
DB04014,Q08493,0
DB12236,Q96GD4,0
DB16109,P37231,1
DB18091,Q99527,1
DB07119,P12931,0
DB11273,P08908,1
DB08816,Q9H244,1
DB00191,P31645,1
DB00485,Q8DR59,1
DB01151,P53779,0
DB04115,O14746,1
DB18810,P20309,1
DB12817,P11217,0
DB12672,P11388,0
DB14840,P16234,1
DB12527,P17787,1
DB00770,P21731,1
DB01438,P23141,0
DB07512,P01275,0
DB12463,P32297,0
DB08849,P13569,0
DB00747,P29474,0
DB14596,P04150,1
DB01744,P35232,0
DB16039,P09884,0
DB06685,P45452,0
DB06083,P35869,1
DB11681,Q07343,1
DB06673,P35354,0
DB12662,Q8TDS4,0
DB04264,P21397,0
DB05444,P14324,0
DB11873,P14902,0
DB15495,Q04206,1
DB00755,P12931,0
DB12116,P03366,1
DB01622,P35348,1
DB00863,P25021,1
DB03159,P00749,1
DB00252,P30968,0
DB00356,P10613,0
DB00867,Q12791,1
DB09232,P42345,0
DB00240,P08185,1
DB14520,P02792,0
DB00800,P16234,0
DB01567,O00591,1
DB14596,P34903,0
DB00704,P41145,1
DB06614,P03472,1
DB17043,O00206,0
DB02216,P07339,1
DB00951,P9WGR1,1
DB05107,P10275,1
DB08482,P00915,0
DB00943,Q72547,1
DB11645,P49841,0
DB04462,P06276,0
DB00864,P62942,1
DB16095,P47870,0
DB11970,P00918,0
DB00539,Q9NZ42,0
DB13967,P08254,0
DB12151,P28340,1
DB07933,Q92731,1
DB00932,Q72874,1
DB11978,Q99835,1
DB01114,P35367,1
DB16875,Q13547,0
DB04256,Q13255,1
DB09285,P35354,1
DB16640,P47869,0
DB11855,P34969,0
DB12400,P42345,1
DB11960,P11229,0
DB00555,P04054,0
DB01035,Q14524,1
DB00371,Q07869,0
DB12643,P0AEB2,0
DB18313,Q8TDS4,1
DB00184,P25116,0
DB08841,Q13464,0
DB18124,Q92633,1
DB00640,P29274,1
DB14011,P09917,0
DB08094,P04070,0
DB09028,P30926,1
DB12307,P35968,1
DB00434,P21554,0
DB00609,P9WGR1,1
DB15797,P00797,0
DB06586,Q04206,0
DB01303,P29274,1
DB15334,P11511,1
DB06622,O60760,1
DB11937,Q12879,1
DB13720,P08183,0
DB00922,P23921,0
DB00991,P69905,0
DB11650,Q07343,1
DB05998,P69905,0
DB00604,P11388,0
DB16911,Q99720,1
DB00308,Q13936,1
DB15641,P00918,0
DB00975,P21917,0
DB00491,Q14697,1
DB03701,Q01959,1
DB08167,Q13133,0
DB14790,P21802,0
DB06436,P11362,1
DB04812,P24752,1
DB11684,P04637,1
DB06625,P29274,1
DB12914,P10828,1
DB08922,P08908,1
DB12693,P00533,0
DB00216,Q9HBH1,0
DB09009,P23975,0
DB06771,P22303,0
DB00132,Q8NER1,1
DB00465,P04035,0
DB11920,P10613,0
DB09223,O14965,0
DB03313,P0AD68,1
DB11682,Q9GZT9,1
DB12355,P32239,1
DB00979,P11229,1
DB04911,P68400,0
DB06830,P00918,0
DB03918,O60885,0
DB16145,P17169,0
DB12679,P40763,1
DB15639,P00374,0
DB17149,Q02880,1
DB14924,Q02127,0
DB11672,P11362,0
DB05104,P11229,0
DB01051,P28223,0
DB08254,P00734,1
DB11750,P28335,0
DB13269,P35498,1
DB02285,O60760,1
DB00303,P24228,1
DB18866,Q06187,1
DB00909,P04183,0
DB00678,P04150,0
DB03707,P03956,0
DB08865,O14965,0
DB13985,P36544,0
DB00835,P14416,0
DB07997,P29973,1
DB00837,Q9UBS5,1
DB01229,P10415,1
DB01267,P45452,0
DB11963,Q15303,1
DB12527,P00734,0
DB04272,P39126,1
DB12150,P06401,0
DB06788,P09038,0
DB11345,O75762,1
DB00627,P26664,0
DB04786,P23945,1
DB14715,Q01959,0
DB04224,P07949,0
DB00921,P35372,1
DB00554,P35354,1
DB00477,P08908,1
DB12778,Q9NZ42,0
DB05409,P23219,1
DB01226,P21554,0
DB02642,P00807,1
DB16351,P04183,0
DB08896,P16234,1
DB06154,P20618,0
DB01841,Q14697,1
DB01647,Q92769,0
DB08849,P30531,1
DB08653,P21397,1
DB13993,P11511,0
DB00903,P05023,1
DB09223,P35462,1
DB04852,P55157,1
DB01384,P00749,0
DB00476,P23975,1
DB01232,Q9P0X4,0
DB04829,P08908,1
DB11845,P53667,0
DB11691,P41143,1
DB02056,P43115,1
DB15250,P51686,1
DB00721,P40238,0
DB13010,P04150,0
DB15334,P49327,1
DB00960,Q99720,0
DB09283,P22607,1
DB00783,P03372,1
DB02266,P43119,0
DB06448,P20831,0
DB00193,P08588,0
DB00330,P14867,0
DB01218,P48736,0
DB01579,Q9Y478,0
DB07352,P07550,0
DB14944,P04626,1
DB01327,Q16790,0
DB08856,P35372,1
DB06176,Q13547,1
DB01084,P21728,0
DB08065,O14965,1
DB06875,P19838,0
DB00887,P55011,1
DB16239,O60885,1
DB06616,P09769,1
DB11848,P11717,1
DB01280,Q9H3S4,0
DB17026,P11388,1
DB16055,Q99814,1
DB09000,P49768,0
DB09014,P31645,0
DB08838,P00915,0
DB03788,P37231,0
DB00771,P23415,0
DB01488,P0A0K8,0
DB00320,Q05586,0
DB00573,P09619,0
DB13308,P35354,1
DB08162,Q13464,1
DB02701,P11439,1
DB00192,Q14524,1
DB00277,P27815,1
DB12411,P34969,0
DB11893,Q08210,0
DB01445,P50406,1
DB06629,P25101,1
DB00505,P16234,0
DB15106,P35916,1
DB04047,P0AC13,1
DB00880,P13631,0
DB16351,Q12809,1
DB05552,O00329,1
DB00277,Q92769,1
DB01103,Q13639,0
DB01927,P15559,1
DB06706,P14416,0
