drug_id,uniprot_id,interaction
DB03461,P45452,0
DB00690,P14867,1
DB13648,P36544,1
DB03147,Q65CX5,0
DB01151,P23975,1
DB12010,P04183,0
DB07235,P17612,1
DB04554,P0A820,1
DB14541,Q01201,0
DB01908,P12931,1
DB00809,P11229,1
DB08133,P24941,1
DB02557,P35354,0
DB03222,P06746,1
DB08896,Q15759,1
DB04015,P08588,0
DB07615,O60760,1
DB08271,O60882,1
DB05414,Q92847,0
DB15686,O60760,0
DB11672,Q9ZB17,0
DB01239,P06858,0
DB13837,P14867,1
DB02830,P00813,1
DB00727,P00734,0
DB00865,P29371,0
DB04623,Q8Q3H0,1
DB00926,P19793,1
DB00457,P14416,0
DB11278,P08913,1
DB03963,P08908,0
DB00377,P46098,1
DB00688,P41145,0
DB13345,P55769,0
DB00157,P00929,0
DB05992,P49770,1
DB00157,P48728,1
DB00363,P21728,1
DB04141,Q16134,1
DB01785,P62623,1
DB00698,P54219,0
DB00368,P13945,1
DB06731,P31645,1
DB01155,P34969,0
DB02270,P16384,1
DB11638,Q8I4W4,1
DB04132,P0CG29,1
DB14011,P05177,1
DB04898,P00734,1
DB12151,P17612,0
DB00996,P06653,0
DB04742,P39045,1
DB00574,Q99720,1
DB07409,P60472,1
DB07088,P00734,1
DB00505,P11474,0
DB07763,P0AEB2,0
DB06937,Q92731,1
DB04631,P05121,0
DB03147,P14920,1
DB01259,O68601,0
DB08839,P12235,0
DB00157,P43353,1
DB03947,P24300,1
DB08690,P22695,1
DB00387,P24941,0
DB07017,P28845,1
DB02129,P05020,1
DB05766,O14757,0
DB01186,P28221,1
DB07556,P08254,1
DB03541,P00469,1
DB00387,P20309,1
DB04817,P23219,1
DB09552,P21283,1
DB06151,Q9UPY5,1
DB06983,P30418,0
DB01954,P50579,0
DB03742,P03372,1
DB01647,Q00987,0
DB04960,P08100,0
DB04640,Q8P9V9,1
DB08335,P14174,1
DB01836,P15121,0
DB05137,P31639,0
DB01162,P35368,1
DB04566,Q83P33,1
DB00171,Q16671,1
DB07414,Q9NUB1,0
DB08222,P25774,0
DB13955,P11229,0
DB04024,P0A8M5,1
DB17191,P06716,0
DB12377,Q93LQ9,1
DB01608,Q8WW43,0
DB04315,O60547,1
DB11641,Q8IAW0,0
DB03959,P11474,0
DB00157,P56937,1
DB03078,P12931,1
DB01823,P17612,0
DB04813,Q07820,1
DB04465,Q7Z4J2,1
DB07635,Q8XJ01,0
DB03626,P15559,1
DB07933,P25025,0
DB04875,A0A6L8PZR0,0
DB02237,P0ABP8,0
DB16165,P03372,0
DB00969,P46098,1
DB00255,P04278,1
DB00664,P0AC13,1
DB03247,Q15822,0
DB02930,Q56148,1
DB03950,P00918,1
DB06229,P18825,1
DB00210,P48443,1
DB07005,P00734,1
DB03793,P71278,0
DB03814,P0A9B2,1
DB08309,Q9UGM1,0
DB03331,O14556,1
DB03410,P11229,0
DB04310,P04818,0
DB02955,O14561,0
DB08278,P76216,0
DB01238,P14416,1
DB14982,P31749,1
DB00318,P35367,0
DB03461,P52895,1
DB11948,P41143,0
DB17490,Q9Y4H2,1
DB08231,P0A8V6,1
DB11745,O14521,0
DB03017,P43116,0
DB15669,P00813,0
DB00794,P48169,1
DB03113,P0A716,1
DB16213,P25100,0
DB04257,O31440,1
DB12278,P08912,1
DB01055,P14679,1
DB03925,P35348,0
DB12010,Q8IW41,1
DB05521,P07858,0
DB03910,P62619,0
DB06262,P18825,1
DB06777,Q96RI1,1
DB06151,Q9KWT6,0
DB16045,Q96RI1,1
DB01624,P12104,0
DB03147,Q92731,0
DB00715,P00734,0
DB00844,P41143,1
DB12010,P19784,1
DB12354,P23219,1
DB11181,P11229,1
DB01186,P35462,1
DB15446,Q02127,1
DB12838,P48728,0
DB04462,P54619,1
DB07365,P06202,1
DB00668,P00915,0
DB08241,P20248,1
DB02966,P22629,0
DB00831,P68400,0
DB06446,P28335,1
DB16874,O95182,0
DB00434,P28335,1
DB00674,P06276,1
DB00238,P08254,0
DB07836,P04054,1
DB00157,Q9Y6M9,1
DB17856,Q06187,0
DB07763,O14957,1
DB16159,Q8WW43,1
DB07555,P09917,0
DB06154,P69905,1
DB17832,Q8TDS4,0
DB06151,P48637,1
DB04576,Q07869,0
DB01644,Q9NZK7,0
DB06195,P0A0K8,0
DB04289,P08185,0
DB12107,Q86SZ2,0
DB01255,Q96RJ0,1
DB02134,P16219,0
DB11145,P50579,1
DB03130,Q04760,1
DB00344,O14965,0
DB06148,P03372,0
DB03395,P00797,1
DB00312,P00558,0
DB02810,Q9I7A8,1
DB04842,P28223,1
DB14011,P07203,1
DB11743,P31749,1
DB02508,P03951,0
DB00315,Q16790,0
DB08856,P41143,1
DB02402,P25021,0
DB18091,P07097,0
DB04857,P14416,1
DB12923,Q13133,0
DB06255,P31677,0
DB15425,P24941,1
DB07718,P06241,0
DB06713,P02768,1
DB08550,C0H4X5,0
DB04352,Q9BW91,1
DB08732,P00800,0
DB02467,Q54331,1
DB12061,P68638,0
DB04530,Q01064,1
DB04107,P07477,1
DB02032,Q9KKU4,1
DB12627,Q8TDV5,1
DB00157,Q9UNN8,0
DB04657,P31040,1
DB00537,P0A0K8,1
DB11827,P31639,1
DB04315,Q00080,1
DB00157,P00352,1
DB06993,P55263,0
DB01354,Q7Z4J2,0
DB09167,P08172,1
DB03576,P21397,0
DB03461,P76187,1
DB03397,Q5UBX3,0
DB11638,P37802,1
DB12774,P28223,0
DB09068,P46098,1
DB11922,P25025,1
DB04395,P08690,1
DB07443,Q99705,0
DB16891,O14965,1
DB03852,O43252,0
DB01962,P08294,0
DB08231,P15151,1
DB00320,P14416,1
DB03844,P00918,1
DB11638,Q8I2Z8,1
DB08755,P25774,1
DB00714,P14416,1
DB01489,P14867,1
DB11619,P08172,0
DB00517,P11229,1
DB06119,P21397,0
DB07034,P52597,0
DB00151,P30301,0
DB12449,P00441,1
DB05470,P15559,0
DB03492,P00282,1
DB01175,P31645,1
DB12612,P35462,0
DB01765,P14900,0
DB04286,P36946,1
DB00144,Q8WTV0,1
DB04086,P30556,0
DB07140,P35367,0
DB00643,P41143,0
DB08000,Q14500,0
DB03559,P00326,1
DB08606,P00183,0
DB07472,P60327,0
DB03358,P07617,1
DB00159,P35354,1
DB13132,Q08210,1
DB15254,P02708,0
DB01752,Q54527,1
DB12875,P43088,0
DB00420,P28335,1
DB06519,P35367,0
DB06155,P21554,1
DB01105,P51686,0
DB01416,P0AD68,1
DB01094,Q8I372,0
DB04395,P28335,0
DB07135,P35354,0
DB06216,P34969,1
DB04147,P28720,0
DB05861,P11597,0
DB12803,P08588,1
DB11638,Q8III5,1
DB01353,P56817,0
DB01403,P22303,0
DB06682,P23219,1
DB03165,P30084,0
DB00193,P80404,0
DB06701,O76083,0
DB19206,P43235,1
DB00839,P03234,0
DB06844,P20248,1
DB02345,P23975,0
DB01642,O85465,1
DB03147,P20586,1
DB08222,P14867,0
DB07954,Q9Y286,0
DB01708,P68400,0
DB02138,P35348,0
DB12614,P25025,1
DB03003,P53779,0
DB06741,P23415,1
DB03147,Q9UKU7,1
DB08240,P04075,1
DB12379,P21731,0
DB07448,P35462,0
DB07211,P00734,1
DB12691,O43708,0
DB09235,Q06432,1
DB01159,Q6W5P4,1
DB03661,O34667,1
DB11682,Q8NX78,0
DB07162,P06968,0
DB03652,Q9KWT5,1
DB04946,P21918,1
DB02723,P14902,0
DB00179,P09917,1
DB00391,P14416,1
DB01203,P07550,1
DB03413,P9WNS5,1
DB04549,P00918,1
DB00312,P06239,0
DB01863,P31749,1
DB03227,Q9HAN9,1
DB15031,O43613,1
DB01095,P13945,0
DB02712,P28223,0
DB04430,P62593,1
DB00909,P23219,0
DB00514,P30926,1
DB03126,Q9UEE5,0
DB01016,P60174,0
DB00555,P35367,1
DB16770,Q96S37,1
DB06932,O15530,1
DB12010,Q13882,1
DB00411,P66010,0
DB02270,P22939,1
DB04147,Q02127,1
DB04314,P07617,1
DB03411,P30968,0
DB04433,P48448,0
DB02431,P49841,0
DB15048,P13866,1
DB18515,O00255,1
DB06155,P98002,0
DB06408,P20839,1
DB03650,P9WQG9,0
DB00334,P21728,1
DB01034,P49888,0
DB01245,P43681,1
DB12010,Q8TEK3,0
DB00459,P13631,1
DB04115,Q9ZAG3,0
DB03968,P04792,0
DB07285,P08912,0
DB12101,P07550,0
DB03092,P17612,0
DB01063,Q72547,0
DB05223,P21728,0
DB09209,B2ZTR6,0
DB07710,P00918,1
DB14011,Q9NSD5,0
DB00589,P14416,1
DB02379,Q9UNI1,0
DB08435,P37231,1
DB05444,Q92570,0
DB06829,P35368,0
DB07196,P09960,1
DB01409,Q72547,0
DB08235,P0A2K1,0
DB04797,Q16539,1
DB07724,Q03181,1
DB02494,P00734,0
DB08258,P34913,1
DB01050,P35354,1
DB01818,P11226,1
DB09061,P35354,1
DB04272,Q96RQ9,1
DB00596,Q8IL86,0
DB06848,P07550,0
DB05458,P43681,1
DB04855,P01889,0
DB03582,P76216,1
DB17040,Q9Y2Q0,0
DB06736,P03372,0
DB03277,P19961,1
DB03026,P60174,1
DB00589,P34969,1
DB01241,P07944,0
DB03706,P00797,0
DB03891,P08912,0
DB06802,P23219,1
DB09213,P23219,1
DB03059,P9WNP5,1
DB08522,Q16539,1
DB11478,P03372,1
DB01136,P60355,0
DB01380,P11474,1
DB12010,P49761,1
DB09095,P12429,1
DB00159,P11229,0
DB01970,P07288,0
DB01200,P34969,1
DB03756,P30542,0
DB07422,P00749,0
DB03978,P24941,0
DB00246,P36544,1
DB02281,Q13126,1
DB15035,P06239,1
DB04147,P24941,0
DB00223,P04054,1
DB01576,Q01959,1
DB08185,P23381,0
DB08846,Q16790,1
DB18203,Q14081,0
DB01589,P9WNS5,0
DB01951,P0AD68,0
DB08799,P21397,0
DB06016,P28335,1
DB11638,Q8IJT2,1
DB01860,Q9Y271,0
DB01075,Q99572,0
DB03087,P35367,0
DB02191,P77173,1
DB07623,P51843,0
DB03247,P9WGR1,0
DB08597,Q9Y478,1
DB01186,P21728,1
DB01059,P0A0K8,1
DB00381,P35367,0
DB01200,P08913,1
DB00157,O00483,1
DB07546,P19784,1
DB03147,P18925,1
DB07810,Q9UHI7,1
DB00905,P37059,0
DB11725,P30038,0
DB00391,P35462,1
DB04182,O34667,1
DB18767,P24941,0
DB00171,Q969S8,0
DB04243,Q92696,0
DB08396,P01768,1
DB12010,P50750,0
DB01880,P21453,0
DB00242,P31350,1
DB00181,P33261,0
DB01162,P0ABQ4,0
DB07850,P00811,1
DB12010,Q56310,0
DB12509,Q9Y478,1
DB11582,Q9H2K8,0
DB01238,P41145,1
DB02379,P23975,0
DB06908,P0A6I0,0
DB05403,P53778,1
DB05885,P06493,0
DB07756,P22303,1
DB08690,Q9KWT6,0
DB00497,P41143,1
DB00381,P04637,0
DB03745,O66496,1
DB11831,P09211,1
DB00418,P00742,0
DB01142,Q9H3N8,1
DB05492,P28335,1
DB17029,P37231,0
DB01910,Q54527,1
DB11703,O60882,0
DB03759,P17612,0
DB00629,P18089,1
DB16704,Q939N4,1
DB08785,Q96RI1,0
DB07274,P77398,0
DB07920,P23219,0
DB01445,P28223,1
DB00571,P28222,1
DB12096,Q9Y478,0
DB04882,Q72547,0
DB04224,P15090,1
DB00650,P00374,1
DB03476,P16184,0
DB08330,P07919,1
DB09028,P43681,1
DB11718,Q8RLY5,0
DB01162,P01137,1
DB01997,Q16678,0
DB04884,P08908,1
DB00257,P25025,1
DB05223,P03007,0
DB02899,P14324,0
DB04004,P28720,1
DB01033,Q06203,1
DB07763,P09455,0
DB01165,P43681,0
DB02596,P23219,0
DB01047,P62508,1
DB01737,P31645,0
DB03461,P23415,0
DB02563,P30084,1
DB08839,P08908,1
DB00131,P09467,1
DB01598,P06239,0
DB12463,P28482,0
DB07125,P41595,0
DB01765,P68400,1
DB02583,P00374,1
DB01483,P48169,1
DB02992,P34995,0
DB00986,P04637,0
DB12010,P25963,0
DB05492,P35368,1
DB03761,P43405,0
DB00268,P0C0Y7,0
DB00794,P47869,1
DB02436,P18031,1
DB04707,Q9UBX1,0
DB00809,P00811,0
DB14770,O15382,0
DB09119,Q9F663,0
DB15266,P14416,0
DB00636,P29972,0
DB00157,P28845,1
DB02648,P43155,1
DB00120,P48551,0
DB06916,P9WGR1,0
DB00605,P45452,0
DB00491,P28335,0
DB04032,P00183,1
DB08691,P09917,0
DB01445,P28221,1
DB15651,O43293,0
DB04037,P62593,1
DB01002,P28861,0
DB17064,P11086,0
DB04464,P11350,1
DB04883,P25101,1
DB04540,P11473,1
DB09295,P35354,1
DB12463,Q96BI3,1
DB00434,P41595,1
DB00303,P09960,0
DB00925,P35368,1
DB01050,P07204,1
DB01260,P35372,0
DB07323,P50579,1
DB11665,P14416,0
DB06151,P23919,0
DB00892,P47985,0
DB00209,P08912,1
DB04030,Q57366,0
DB08418,P08908,0
DB07776,P0A3R9,1
DB01138,Q8IDD3,0
DB08192,P12931,1
DB04301,P24941,0
DB08479,P00469,0
DB01331,Q75Y35,1
DB02343,P83788,1
DB00607,Q75Y35,1
DB01972,P01375,0
DB00157,P08684,0
DB01911,P32396,1
DB15212,P9WPB5,0
DB08337,P00811,1
DB04087,P0A6L0,1
DB04566,P0C0H6,1
DB01412,P30542,1
DB01992,Q96RI1,0
DB03464,P0AE12,1
DB00789,Q9NZ42,0
DB00657,P17787,1
DB04615,P22303,1
DB08186,P18825,0
DB01567,P18507,1
DB06155,Q9Y2T6,1
DB12509,Q13131,1
DB01255,Q04864,0
DB05653,P10276,1
DB00243,P0AD65,0
DB00167,P41252,1
DB01639,P08253,0
DB04404,Q13231,1
DB00449,P08913,1
DB03909,P0AB91,0
DB00266,P15559,1
DB02674,P22629,1
DB02659,P00734,0
DB00242,P00742,0
DB03879,Q59288,1
DB02656,P11309,1
DB02740,P01848,1
DB03371,P35368,0
DB11638,P35367,0
DB05586,P36544,1
DB00570,Q9UJT1,1
DB00774,O43570,1
DB00875,P35462,1
DB00171,P11474,0
DB00370,P28223,1
DB07734,P56817,1
DB14979,P03472,0
DB07651,P18031,1
DB12010,P13945,0
DB08371,P54577,1
DB16098,Q16602,1
DB08119,P00918,0
DB00246,P47898,1
DB04695,O95749,1
DB01992,P08588,0
DB02333,Q02169,1
DB00132,P22629,0
DB01199,P22303,1
DB00331,Q96FL8,1
DB16879,P18089,0
DB07050,Q16790,1
DB02118,P39900,1
DB01238,P21918,1
DB01979,P23975,0
DB03212,P0AES2,1
DB01173,P15121,0
DB03619,Q92731,0
DB07716,P00807,0
DB11117,P15121,0
DB02084,P07477,1
DB08145,P24182,1
DB01352,P43681,1
DB02610,Q00535,0
DB12569,P29275,1
DB03796,P41145,0
DB01085,P08173,1
DB04109,P35030,1
DB00921,P08172,0
DB00981,P17787,1
DB09060,P0AD63,1
DB02866,Q8VVD2,0
DB12941,P28221,0
DB03802,P68400,0
DB01117,P00738,0
DB08922,Q16772,0
DB12424,P17844,0
DB08200,P06276,1
DB06044,P17787,1
DB00179,P04278,1
DB00901,P0ABP8,0
DB00431,O75469,1
DB16068,P67775,0
DB08291,P07550,0
DB03355,P0A8M5,1
DB00622,P29899,0
DB01338,Q14914,0
DB01812,P07477,0
DB00157,P10614,0
DB00677,P10613,0
DB14210,P32890,0
DB00313,Q13547,1
DB01777,Q16613,1
DB01211,P09917,0
DB04783,P68133,1
DB02437,P0A433,1
DB00157,P10276,0
DB01140,P09493,0
DB11638,P63261,1
DB04233,P0A910,1
DB05137,Q9UGM1,1
DB03952,P0ABP8,1
DB03963,P00634,0
DB08208,Q02750,1
DB00171,P53041,1
DB00540,P11229,1
DB03763,Q9R5V5,1
DB01411,P34995,0
DB04555,P62619,1
DB13511,P22303,1
DB02938,P41222,0
DB01429,P39900,0
DB00909,P35218,1
DB04367,P49759,1
DB16640,Q13885,0
DB00157,Q16798,1
DB03061,P00326,1
DB03380,P01303,1
DB01392,P14416,1
DB01992,P31572,1
DB12742,Q15077,0
DB01960,P07550,0
DB02069,Q5SLP8,0
DB01159,P00915,0
DB06641,P17252,1
DB07434,P03372,0
DB02804,P37059,0
DB07013,P08588,0
DB02919,Q86W47,0
DB17059,P0AD68,0
DB01091,Q14534,1
DB00706,P35348,1
DB00606,P00918,1
DB07216,P15090,0
DB11235,O14757,0
DB03661,P12931,0
DB11699,P46098,1
DB03026,P0A733,1
DB00288,P54219,0
DB09167,P0AC13,0
DB04086,Q03013,0
DB00151,Q9Y600,1
DB04315,Q8N142,1
DB00448,P43133,0
DB16554,P30531,1
DB13667,P30556,0
DB00157,Q16836,1
DB07988,P15531,0
DB01880,P14900,0
DB04462,P13500,0
DB02659,P13073,1
DB08462,P03472,0
DB09300,P08172,1
DB15035,P42680,1
DB00157,P40926,1
DB03661,P49286,0
DB08934,Q14232,0
DB03556,P0AD68,0
DB12010,P06748,0
DB02594,P27707,1
DB00755,P28702,1
DB03435,P34969,0
DB02647,P0A6H7,0
DB01110,P21728,0
DB08453,Q02641,0
DB04147,P02768,0
DB11800,P07477,0
DB01263,P10613,1
DB00482,P35354,1
DB06252,P43405,1
DB00935,P04818,0
DB02112,P35367,0
DB03888,P33247,1
DB00157,O95168,1
DB03468,P11086,1
DB11587,P07550,1
DB03970,P05364,1
DB04306,Q9HBH1,1
DB02854,Q06520,1
DB00157,P08773,0
DB04147,P00646,1
DB00289,P31645,1
DB00142,P33261,0
DB07050,P00915,1
DB06347,Q96GD4,1
DB04447,O87949,1
DB07839,P00846,0
DB00854,P08588,0
DB02367,Q72547,0
DB02112,P07477,1
DB16068,P41146,0
DB07839,P25774,1
DB02587,P15170,0
DB00143,Q9NZK7,0
DB15949,P08588,1
DB16832,P15538,1
DB00157,P14416,0
DB01671,P00918,1
DB04360,P00811,1
DB00504,Q10588,0
DB01055,P13500,1
DB03959,P08758,1
DB01708,P06744,0
DB00598,P07550,1
DB11365,Q92482,1
DB03325,Q13882,0
DB07929,Q47Q21,0
DB01329,Q8WW43,0
DB03862,Q08638,1
DB14011,P47775,1
DB11718,P45984,1
DB00953,P28222,1
DB02237,P43004,0
DB00986,P00138,0
DB12010,Q05940,1
DB01351,P34913,0
DB00239,P10613,1
DB01395,Q9H244,0
DB03481,P31645,0
DB00293,P29274,0
DB02899,Q16539,0
DB03181,P10828,1
DB01841,P19571,1
DB03942,P20035,1
DB06702,P11229,1
DB07278,P00742,1
DB00734,Q9HU22,0
DB00307,P28702,1
DB07352,P31645,0
DB08370,P09211,1
DB02889,P04746,1
DB01963,P00734,0
DB08470,P9WMC1,1
DB04137,P35520,0
DB12010,P43681,0
DB06966,P22088,1
DB00388,P25100,1
DB04465,Q7SI98,1
DB09223,P35462,1
DB12010,Q92630,0
DB02540,Q14790,0
DB02613,P35348,0
DB00909,Q01959,0
DB12694,P20309,0
DB03615,P9WQG9,1
DB01963,P00915,1
DB12010,P54583,0
DB02494,P62829,1
DB04268,P61626,1
DB15293,P07148,0
DB07548,P28222,0
DB15652,P07203,0
DB12116,P00734,0
DB06248,P08172,0
DB06819,P95468,1
DB07632,P62619,0
DB04392,P15559,1
DB08814,P61313,0
DB11718,P34969,0
DB01852,P30613,0
DB01267,P18825,1
DB00409,P14416,1
DB03152,P21918,0
DB06710,P03372,1
DB12527,P17787,1
DB01248,P10415,1
DB11672,P00915,1
DB03558,Q96RI1,0
DB09286,P31644,0
DB04395,P43166,0
DB07388,P17787,0
DB03541,Q96SW2,0
DB00264,P00811,0
DB09065,P14927,0
DB15138,P03372,1
DB03148,P68826,0
DB04272,P61073,0
DB01621,P21728,1
DB01548,P41145,1
DB01136,P18825,1
DB00655,Q46893,0
DB13182,Q9H237,0
DB08849,P02763,0
DB01392,P03372,0
DB04957,P00742,0
DB16296,P22748,0
DB00900,Q7Z4J2,0
DB04196,Q81VW8,1
DB00747,P08912,1
DB08109,P41595,0
DB12900,Q9Y5N1,1
DB06218,Q16555,1
DB07926,P08254,1
DB03461,P22570,1
DB06600,P0A0K8,1
DB03910,Q59721,0
DB01375,P45880,1
DB11800,Q96A70,0
DB00310,P01189,0
DB00125,Q13489,0
DB04272,Q9CBQ2,1
DB03467,P20248,0
DB00253,P11474,1
DB01864,Q06609,0
DB03461,Q16698,1
DB06880,P18089,0
DB00850,P07237,0
DB05513,P23975,0
DB07556,P07026,0
DB02833,P41145,0
DB17056,P14416,1
DB11725,P50406,1
DB11638,P00813,0
DB03909,P0A9J6,1
DB00342,P05177,0
DB02580,B7JA91,1
DB04137,P20339,1
DB02445,P01275,0
DB07702,Q92731,1
DB00120,Q9NSD9,1
DB09118,Q99928,1
DB04392,P68826,0
DB06144,Q04760,0
DB12151,P56282,1
DB03721,P32884,1
DB00992,P12070,0
DB01327,P61925,0
DB01852,P09917,1
DB11913,P11229,0
DB02695,P81180,1
DB01205,P18507,1
DB07245,P56817,1
DB00157,P16083,1
DB01445,P34969,1
DB02101,P37231,0
DB09202,P31930,0
DB01622,P35368,1
DB12714,P28566,0
DB02431,P00918,0
DB02382,P20309,0
DB07795,O68874,0
DB03572,P00813,1
DB07872,P00742,1
DB01138,Q96S37,1
DB07574,Q9BQE3,1
DB02066,P0ABP8,1
DB07776,P09467,0
DB03147,P77173,0
DB01055,Q00266,0
DB01275,P23219,0
DB07353,P00734,1
DB03228,P38489,1
DB04530,P17612,1
DB11638,Q5SIR5,0
DB03886,P08173,0
DB08864,P15555,0
DB14146,P25100,0
DB00960,P14416,0
DB18038,P00915,0
DB00696,P28335,1
DB04083,P00509,1
DB08677,P0A884,0
DB01000,P08100,0
DB08950,P07617,0
DB17197,O14965,1
DB06897,O95718,0
DB03814,P08574,0
DB06216,P07550,1
DB00713,Q75Y35,1
DB01764,P08263,0
DB01973,P35354,0
DB03820,P15555,1
DB07114,P32297,0
DB03367,P39900,1
DB00945,P10276,0
DB02691,P24182,0
DB00951,P08684,1
DB03876,P07477,1
DB01090,P30926,1
DB03125,P18089,0
DB04555,P0A6I0,1
DB14011,P14902,1
DB00589,P18089,1
DB01241,Q9Y6L6,1
DB03225,P49019,1
DB04006,P9WGR1,0
DB07557,P19793,1
DB11978,Q9NZK7,0
DB07834,P00918,0
DB01000,Q9F663,0
DB02345,P48048,0
DB00979,P53779,0
DB03654,P00644,1
DB13956,P00846,1
DB08690,P9WIQ1,0
DB13146,Q9UM01,1
DB07772,P22894,1
DB14639,P07071,0
DB01892,P09917,1
DB00663,P11474,1
DB00972,Q16873,1
DB14185,P28223,1
DB00142,P21890,0
DB04216,P54652,1
DB01019,Q13490,0
DB03041,P14061,0
DB07736,P56817,1
DB04565,P50859,0
DB03060,P30556,0
DB06590,P41145,0
DB04462,P0A0K8,0
DB03532,Q8WX39,0
DB01238,P01106,0
DB01861,P16442,0
DB14543,P14060,1
DB06202,P06239,0
DB08070,P25774,0
DB08772,P37088,0
DB02861,P00918,1
DB03010,P14416,0
DB02433,P31930,0
DB01264,P06010,0
DB00371,Q9HBH1,1
DB03141,P60174,0
DB00716,P11511,0
DB01645,P03372,1
DB06808,P43889,0
DB02481,P00325,1
DB12702,Q9REC4,0
DB00268,P21917,1
DB03147,P18089,0
DB04137,P0A6T8,1
DB07018,Q04828,0
DB00157,Q9UBM7,1
DB12556,Q9H239,0
DB01834,P50406,0
DB06230,O60894,0
DB04441,Q96GD4,0
DB12961,Q07869,1
DB01327,Q16658,0
DB01410,P08185,1
DB03793,Q26000,0
DB12007,Q07869,1
DB00316,P36544,0
DB01567,P78334,1
DB07080,P28702,1
DB03461,Q84424,0
DB00383,P00797,0
DB00295,Q8TCC7,0
DB04310,Q819U0,1
DB03246,P0AEB2,0
DB04631,P0AC44,1
DB08604,O75469,1
DB06218,P36544,0
DB07746,P50579,1
DB04288,P0A6I0,0
DB03801,P07477,0
DB08347,P21453,0
DB14979,P0A0K8,0
DB09570,P28074,1
DB00142,O00341,1
DB00127,P52788,1
DB14916,P29466,0
DB03957,P60568,1
DB01114,P00691,0
DB12010,P23141,0
DB08307,Q53586,1
DB17670,P95468,0
DB12507,P00734,1
DB02482,Q02054,0
DB04163,Q9HBH1,1
DB00350,P48048,1
DB07277,P00734,1
DB12340,Q08638,0
DB02233,P06608,1
DB12978,P10276,0
DB02379,P17787,0
DB08416,P00918,1
DB03237,P02924,0
DB01069,P23219,0
DB02052,P24941,1
DB00132,Q96RI1,1
DB00723,P35348,1
DB00783,P21554,0
DB04574,P03372,1
DB03160,P11802,0
DB07170,P49368,0
DB09198,Q07869,1
DB01186,P07550,0
DB02341,Q02108,0
DB09235,Q13557,0
DB15385,P09960,1
DB00630,Q01469,0
DB12695,P60709,1
DB07148,P09237,0
DB04209,P11229,0
DB01355,Q07869,0
DB08951,P35354,1
DB15327,Q06187,1
DB00157,P07477,0
DB01452,P04183,0
DB00905,P18089,0
DB01113,Q9NYX4,0
DB04395,P25021,0
DB12095,Q8IWU9,1
DB01331,P36897,0
DB03813,P0A6Q5,1
DB08547,P01859,1
DB16826,P14770,0
DB03847,P53350,0
DB03145,P39594,1
DB06137,P12931,1
DB04680,P16442,1
DB01238,P50579,0
DB03461,P08173,0
DB18125,P07477,0
DB02153,P56817,0
DB08039,P06239,1
DB08542,P07477,0
DB12015,P03956,0
DB12010,F5GY58,0
DB07401,P28221,0
DB08437,P61313,1
DB01863,Q99829,0
DB03619,P0AE18,0
DB00151,P35520,1
DB01328,P01857,0
DB08568,P61925,1
DB03945,P35462,0
DB00715,P35367,1
DB12010,Q9NYY3,1
DB00794,P36544,1
DB02077,O43174,0
DB04099,P18843,1
DB11871,P07550,1
DB00417,P06239,0
DB02515,P46098,0
DB01982,Q9KWT5,1
DB00908,O00141,0
DB00621,P0A8D6,0
DB03891,P43235,1
DB07103,P14867,0
DB06908,P37231,1
DB01819,P49841,0
DB00193,P35372,1
DB15096,P32297,1
DB03959,P05230,1
DB01291,P07550,1
DB14001,P05771,1
DB00831,P0ABP8,0
DB04759,P45452,1
DB09084,P23219,1
DB00159,P68400,0
DB04315,P15170,1
DB07671,P0AC44,1
DB03801,Q9WYE2,1
DB04147,P26789,1
DB06461,P43912,0
DB06944,P24941,1
DB00563,Q47NK3,0
DB08227,P0AEX9,1
DB12109,Q9Y277,0
DB12355,Q72547,0
DB00138,P00803,0
DB01036,P08912,1
DB00409,P08173,0
DB00867,P08588,1
DB01060,Q70I53,0
DB08059,P53350,1
DB04703,Q96GD4,1
DB06830,Q99928,0
DB04310,P68771,1
DB00434,P11229,1
DB15495,Q99623,1
DB18145,P08311,1
DB07763,P47985,1
DB03661,Q16613,0
DB09078,Q13131,0
DB00248,P28222,1
DB06814,P07550,1
DB12289,P31025,0
DB00410,P21397,0
DB00915,P14061,0
DB05154,P21554,0
DB04548,Q9KWU1,1
DB08199,P56740,0
DB11915,P43088,0
DB08846,P49841,1
DB07671,Q9BQB6,0
DB00127,P22748,1
DB00306,P47985,0
DB05970,P03372,0
DB09200,P37231,1
DB01388,O00305,1
DB01956,P54284,0
DB04141,Q99643,1
DB02379,P23340,1
DB01355,P47869,1
DB00482,P00918,1
DB01890,Q9Y2Q3,0
DB02294,P0AGJ9,0
DB11638,Q8IDI5,1
DB04555,P04424,0
DB02023,P08337,1
DB06288,P35462,1
DB04982,P11411,0
DB08559,P49888,0
DB06711,P14416,1
DB07995,P61925,1
DB02260,P30968,0
DB03147,P00914,1
DB14086,Q9UJU2,0
DB00472,P61024,1
DB02659,P00915,0
DB00143,P21266,1
DB01065,P27797,1
DB00714,P18825,1
DB01200,P25774,0
DB02733,Q00535,1
DB00818,P20906,0
DB14043,P09382,0
DB00174,O43776,1
DB12875,P16184,0
DB11830,Q13547,1
DB07503,P09669,0
DB06842,P34969,0
DB09209,P41145,1
DB08362,P68400,1
DB11647,P24300,0
DB04861,P07550,1
DB02503,P9WGR1,0
DB00201,P30542,1
DB02800,P75430,1
DB07239,O31440,0
